mode,struct,wing,entry_dt,exit_dt,iv_rank,credit,max_loss,pnl,points,fee,slip,breached,loss,reason,spot_in,spot_out,held_days
dte4,iron_condor,5,2022-11-11,2022-11-15,0.017,5690.8,10559.2,2627.9,43.9,201.9,23.7,False,False,Target %credit,18307.7,18295.8,4
dte4,iron_condor,5,2022-11-18,2022-11-22,0.033,5310.5,10939.5,2577.7,43.1,200.6,23.1,False,False,Target %credit,18346.8,18234.8,4
dte4,iron_condor,5,2022-11-25,2022-12-01,0.017,4738.5,11511.5,-9928.1,-148.85,212.0,40.9,True,True,Expiry ITM guard,18458.8,18867.0,6
dte4,iron_condor,5,2022-12-02,2022-12-07,0.033,5339.8,10910.2,2560.8,42.85,201.0,23.4,False,False,Target %credit,18737.9,18661.7,5
dte4,iron_condor,5,2022-12-09,2022-12-14,0.017,4423.2,11826.8,2374.0,39.9,198.1,21.5,False,False,Target %credit,18641.1,18654.3,5
dte4,iron_condor,5,2022-12-16,2022-12-20,0.067,4982.2,11267.8,2321.2,39.15,201.1,22.5,False,False,Target %credit,18397.2,18336.9,4
dte4,iron_condor,5,2022-12-23,2022-12-28,0.55,7033.0,9217.0,3377.5,55.6,208.1,28.3,False,False,Target %credit,17975.6,18089.8,5
dte4,iron_condor,5,2022-12-30,2023-01-03,0.15,5421.0,10829.0,2494.7,41.75,201.5,17.6,False,False,Target %credit,18237.4,18234.9,4
dte4,iron_condor,5,2023-01-06,2023-01-11,0.2,5586.8,10663.2,2646.9,44.1,201.7,17.9,False,False,Target %credit,18003.0,17895.8,5
dte4,iron_condor,5,2023-01-13,2023-01-19,0.55,6685.2,9564.8,-3929.5,-56.7,210.7,33.3,True,True,Expiry ITM guard,17797.2,18117.1,6
dte4,iron_condor,5,2023-01-27,2023-02-01,0.85,9187.8,7062.2,4586.3,74.45,218.8,34.2,False,False,Target %credit,17799.7,17893.8,5
dte4,iron_condor,5,2023-02-03,2023-02-09,0.567,7036.3,9213.8,2197.7,37.4,207.0,26.3,True,False,Expiry ITM guard,17672.7,17843.4,6
dte4,iron_condor,5,2023-02-10,2023-02-15,0.05,4712.5,11537.5,2507.7,42.0,198.9,23.4,False,False,Target %credit,17847.7,17890.8,5
dte4,iron_condor,5,2023-02-17,2023-02-23,0.05,4374.5,11875.5,-9100.0,-135.8,210.7,62.3,True,True,Expiry ITM guard,17964.1,17550.8,6
dte4,iron_condor,5,2023-02-24,2023-03-01,0.117,5161.0,11089.0,2588.6,43.2,200.1,19.3,False,False,Target %credit,17585.8,17465.6,5
dte4,iron_condor,5,2023-03-10,2023-03-16,0.15,5014.7,11235.2,-9840.7,-147.2,220.0,52.8,True,True,Expiry ITM guard,17396.6,16926.7,6
dte4,iron_condor,5,2023-03-17,2023-03-21,0.433,6750.3,9499.8,3217.0,53.05,206.2,25.0,False,False,Target %credit,17107.7,17106.9,4
dte4,iron_condor,5,2023-03-29,2023-03-29,0.833,572.0,15678.0,184.5,5.8,189.9,2.6,False,False,Target %credit,16999.2,16968.9,0
dte4,iron_condor,5,2023-04-21,2023-04-26,0.033,3558.8,12691.2,1802.1,31.0,196.0,16.8,False,False,Target %credit,17647.8,17737.4,5
dte4,iron_condor,5,2023-05-05,2023-05-11,0.033,3536.0,12714.0,-472.4,-3.9,197.3,21.6,True,True,Expiry ITM guard,18166.3,18323.9,6
dte4,iron_condor,5,2023-05-12,2023-05-17,0.083,4608.5,11641.5,2234.9,37.7,198.7,16.9,False,False,Target %credit,18223.4,18277.7,5
dte4,iron_condor,5,2023-05-19,2023-05-24,0.083,4147.0,12103.0,1959.9,33.5,197.4,20.1,False,False,Target %credit,18145.0,18265.2,5
dte4,iron_condor,5,2023-05-26,2023-06-01,0.083,3994.2,12255.8,-1096.3,-13.4,198.9,26.4,True,True,Expiry ITM guard,18336.6,18560.0,6
dte4,iron_condor,5,2023-06-02,2023-06-06,0.067,4043.0,12207.0,1908.1,32.7,197.3,20.0,False,False,Target %credit,18559.2,18585.6,4
dte4,iron_condor,5,2023-06-09,2023-06-13,0.033,3588.0,12662.0,1647.7,28.65,196.5,18.1,False,False,Target %credit,18665.4,18697.0,4
dte4,iron_condor,5,2023-06-16,2023-06-20,0.017,3058.2,13191.8,1332.2,23.75,195.6,16.0,False,False,Target %credit,18745.0,18720.5,4
dte4,iron_condor,5,2023-06-30,2023-07-06,0.083,3643.3,12606.8,-5812.5,-85.7,202.7,39.3,True,True,Expiry ITM guard,19083.8,19399.2,6
dte4,iron_condor,5,2023-07-07,2023-07-11,0.217,4654.0,11596.0,2588.4,43.25,199.0,23.8,False,False,Target %credit,19474.5,19449.0,4
dte4,iron_condor,5,2023-07-14,2023-07-20,0.033,3799.2,12450.8,-8424.4,-125.65,206.4,50.8,True,True,Expiry ITM guard,19464.0,19798.5,6
dte4,iron_condor,5,2023-07-21,2023-07-26,0.45,5291.0,10959.0,2482.5,41.65,201.9,22.9,False,False,Target %credit,19876.9,19805.9,5
dte4,iron_condor,5,2023-07-28,2023-08-02,0.267,5170.8,11079.2,3206.5,52.7,200.0,19.0,False,False,Target %credit,19617.6,19654.2,5
dte4,iron_condor,5,2023-08-04,2023-08-08,0.167,4426.5,11823.5,2030.0,34.65,198.7,23.5,False,False,Target %credit,19481.7,19567.9,4
dte4,iron_condor,5,2023-08-18,2023-08-22,0.1,3971.5,12278.5,1788.1,30.85,197.2,19.9,False,False,Target %credit,19315.2,19396.2,4
dte4,iron_condor,5,2023-08-25,2023-08-29,0.167,4277.0,11973.0,1920.4,32.95,198.5,22.9,False,False,Target %credit,19314.5,19332.9,4
dte4,iron_condor,5,2023-09-01,2023-09-07,0.133,4052.8,12197.2,-3773.3,-54.45,200.9,33.2,True,True,Expiry ITM guard,19291.1,19575.6,6
dte4,iron_condor,5,2023-09-08,2023-09-14,0.017,3555.5,12694.5,-9388.0,-140.45,206.7,52.1,True,True,Expiry ITM guard,19766.0,20130.9,6
dte4,iron_condor,5,2023-09-22,2023-09-27,0.133,4348.5,11901.5,2050.2,34.95,198.6,23.0,False,False,Target %credit,19785.8,19682.0,5
dte4,iron_condor,5,2023-10-06,2023-10-12,0.05,4075.5,12174.5,-2338.9,-32.45,199.9,29.7,True,True,Expiry ITM guard,19611.7,19826.8,6
dte4,iron_condor,5,2023-10-13,2023-10-18,0.167,4667.0,11583.0,2350.9,39.6,199.0,24.0,False,False,Target %credit,19720.8,19787.5,5
dte4,iron_condor,5,2023-10-27,2023-11-01,0.617,6006.0,10244.0,3283.3,53.95,203.2,20.3,False,False,Target %credit,18977.2,19055.0,5
dte4,iron_condor,5,2023-11-03,2023-11-09,0.167,4423.2,11826.8,1472.8,26.05,198.1,22.3,True,False,Expiry ITM guard,19246.2,19413.3,6
dte4,iron_condor,5,2023-11-17,2023-11-21,0.1,4517.5,11732.5,2052.2,34.9,198.8,17.5,False,False,Target %credit,19758.6,19762.0,4
dte4,iron_condor,5,2023-12-01,2023-12-07,0.5,6448.0,9802.0,-10150.1,-150.8,245.3,102.8,True,True,Expiry ITM guard,20220.0,20865.7,6
dte4,iron_condor,5,2023-12-08,2023-12-13,0.233,5564.0,10686.0,2760.1,45.95,202.2,24.4,False,False,Target %credit,20966.2,20887.0,5
dte4,iron_condor,5,2023-12-15,2023-12-20,0.183,5564.0,10686.0,2784.6,46.35,202.9,25.3,False,False,Target %credit,21260.8,21259.9,5
dte4,iron_condor,5,2023-12-29,2024-01-02,0.633,7926.8,8323.2,3741.6,61.35,212.1,34.0,False,False,Target %credit,21713.2,21640.6,4
dte4,iron_condor,5,2024-01-05,2024-01-10,0.133,5658.2,10591.8,3124.4,51.55,201.7,24.6,False,False,Target %credit,21724.0,21588.5,5
dte4,iron_condor,5,2024-01-12,2024-01-18,0.233,6045.0,10205.0,-3878.9,-55.9,210.9,34.5,True,True,Expiry ITM guard,21727.5,21447.3,6
dte4,iron_condor,5,2024-01-19,2024-01-25,0.517,7530.2,8719.8,989.8,19.1,213.6,38.1,True,False,Expiry ITM guard,21647.3,21411.2,6
dte4,iron_condor,5,2024-02-02,2024-02-07,0.517,7816.2,8433.8,3699.8,60.7,211.9,33.8,False,False,Target %credit,21947.8,21917.0,5
dte4,iron_condor,5,2024-02-09,2024-02-14,0.633,8622.2,7627.8,4077.3,66.65,215.8,39.2,False,False,Target %credit,21756.6,21635.1,5
dte4,iron_condor,5,2024-02-16,2024-02-21,0.367,7923.5,8326.5,3939.7,64.35,210.8,32.3,False,False,Target %credit,21999.3,22071.2,5
dte4,iron_condor,5,2024-02-23,2024-02-28,0.317,8105.5,8144.5,3966.7,64.8,211.8,33.4,False,False,Target %credit,22249.2,22224.2,5
dte4,iron_condor,5,2024-03-02,2024-03-05,0.35,7718.8,8531.2,3689.2,60.5,211.1,32.2,False,False,Target %credit,22375.5,22358.5,3
dte4,iron_condor,5,2024-03-15,2024-03-21,0.117,7887.8,8362.2,5604.7,89.85,208.3,27.2,False,False,Target %credit,22106.3,22004.8,6
dte4,iron_condor,5,2024-04-10,2024-04-10,0.8,1283.8,14966.2,471.9,10.3,191.4,6.2,False,False,Target %credit,22706.8,22697.3,0
dte4,iron_condor,5,2024-04-19,2024-04-25,0.367,8560.5,7689.5,-6725.7,-98.75,236.0,71.0,True,True,Expiry ITM guard,21862.2,22340.8,6
dte4,iron_condor,5,2024-05-03,2024-05-09,0.05,6685.3,9564.8,-8309.1,-123.3,228.2,66.4,True,True,Expiry ITM guard,22779.7,22300.2,6
dte4,iron_condor,5,2024-05-10,2024-05-16,0.317,8433.8,7816.2,-540.6,-4.3,217.8,43.3,True,True,Expiry ITM guard,22008.3,22292.6,6
dte4,iron_condor,5,2024-05-17,2024-05-23,0.117,7858.5,8391.5,-385.2,-2.05,214.4,37.6,True,True,Expiry ITM guard,22363.8,22596.8,6
dte4,iron_condor,5,2024-05-24,2024-05-30,0.267,8502.0,7748.0,152.4,6.5,220.6,49.4,True,False,Expiry ITM guard,22963.7,22684.0,6
dte4,iron_condor,5,2024-05-31,2024-06-03,1.0,13110.5,3139.5,11068.1,178.6,324.9,216.0,True,False,Target %credit,22617.2,23281.5,3
dte4,iron_condor,5,2024-06-07,2024-06-13,0.683,10234.3,6015.7,-5151.9,-74.2,251.7,77.3,True,True,Expiry ITM guard,22923.5,23434.7,6
dte4,iron_condor,5,2024-06-21,2024-06-27,0.067,6756.8,9493.2,158.1,6.15,209.8,31.8,True,False,Expiry ITM guard,23598.8,23841.5,6
dte4,iron_condor,5,2024-06-28,2024-07-04,0.15,7930.0,8320.0,1058.0,20.15,213.8,38.0,True,False,Expiry ITM guard,24117.0,24345.5,6
dte4,iron_condor,5,2024-07-05,2024-07-10,0.05,6740.5,9509.5,3172.7,52.35,205.8,24.3,False,False,Target %credit,24204.7,24250.7,5
dte4,iron_condor,5,2024-07-19,2024-07-25,0.517,10198.5,6051.5,-4896.2,-70.3,250.7,76.0,True,True,Expiry ITM guard,24746.0,24235.8,6
dte4,iron_condor,5,2024-07-26,2024-08-01,0.083,7046.0,9204.0,-8572.3,-127.0,236.2,81.1,True,True,Expiry ITM guard,24477.5,25054.0,6
dte4,iron_condor,5,2024-08-02,2024-08-08,0.133,7527.0,8723.0,-8136.0,-119.9,246.2,96.3,True,True,Expiry ITM guard,24833.5,24221.8,6
dte4,iron_condor,5,2024-08-16,2024-08-22,0.1,7423.0,8827.0,-6425.4,-94.65,221.1,52.1,True,True,Expiry ITM guard,24393.3,24826.0,6
dte4,iron_condor,5,2024-08-23,2024-08-29,0.033,6555.2,9694.8,1511.0,26.8,206.1,25.0,True,False,Expiry ITM guard,24834.5,25029.0,6
dte4,iron_condor,5,2024-08-30,2024-09-04,0.033,6691.8,9558.2,3368.0,55.35,205.7,24.1,False,False,Target %credit,25237.9,25175.8,5
dte4,iron_condor,5,2024-09-06,2024-09-10,0.05,6717.8,9532.2,3204.5,52.85,206.0,24.7,False,False,Target %credit,25101.2,25098.0,4
dte4,iron_condor,5,2024-09-13,2024-09-19,0.1,6760.0,9490.0,1119.2,20.9,209.0,30.3,True,False,Expiry ITM guard,25325.8,25549.7,6
dte4,iron_condor,5,2024-09-20,2024-09-26,0.133,7410.0,8840.0,-8242.9,-121.95,237.5,78.7,True,True,Expiry ITM guard,25492.1,26030.0,6
dte4,iron_condor,5,2024-10-04,2024-10-09,0.583,9197.5,7052.5,4419.7,72.0,222.1,38.2,False,False,Target %credit,25140.4,25202.9,5
dte4,iron_condor,5,2024-10-11,2024-10-16,0.35,8014.5,8235.5,4035.8,65.9,212.9,34.8,False,False,Target %credit,24967.6,25017.1,5
dte4,iron_condor,5,2024-10-18,2024-10-23,0.417,8206.2,8043.8,3932.5,64.35,216.0,34.3,False,False,Target %credit,24579.8,24555.8,5
dte4,iron_condor,5,2024-10-25,2024-10-30,0.267,7566.0,8684.0,3639.3,59.75,211.2,33.2,False,False,Target %credit,24393.2,24428.2,5
dte4,iron_condor,5,2024-11-08,2024-11-14,0.483,8762.0,7488.0,-5085.7,-73.55,238.1,66.9,True,True,Expiry ITM guard,24091.5,23606.0,6
dte4,iron_condor,5,2024-11-22,2024-11-28,0.483,8680.8,7569.2,-6721.4,-97.2,267.6,135.8,True,True,Expiry ITM guard,23499.5,24277.5,6
dte4,iron_condor,5,2024-11-29,2024-12-05,0.45,9314.5,6935.5,-4343.7,-61.95,245.1,71.9,True,True,Expiry ITM guard,23964.6,24496.8,6
dte4,iron_condor,5,2024-12-06,2024-12-11,0.617,10608.0,5642.0,5172.9,83.9,231.4,49.2,False,False,Target %credit,24711.8,24616.0,5
dte4,iron_condor,5,2024-12-13,2024-12-18,0.2,8801.0,7449.0,4342.7,70.85,218.6,44.0,False,False,Target %credit,24419.7,24387.2,5
dte4,iron_condor,5,2024-12-27,2025-01-02,0.267,8778.2,7471.8,1191.4,22.3,216.7,41.4,True,False,Expiry ITM guard,23840.0,24015.6,6
dte4,iron_condor,5,2025-01-03,2025-01-09,0.183,8856.2,7393.8,-6777.4,-99.5,239.8,70.1,True,True,Expiry ITM guard,24155.8,23618.2,6
dte4,iron_condor,5,2025-01-10,2025-01-16,0.133,8794.5,7455.5,2621.5,44.25,215.7,39.0,True,False,Expiry ITM guard,23565.7,23335.8,6
dte4,iron_condor,5,2025-01-17,2025-01-22,0.25,8729.5,7520.5,4292.2,70.0,216.9,40.9,False,False,Target %credit,23186.5,23090.6,5
dte4,iron_condor,5,2025-01-24,2025-01-30,0.267,9087.0,7163.0,4416.9,71.9,218.9,37.7,False,False,Target %credit,23281.2,23244.4,6
dte4,iron_condor,5,2025-02-01,2025-02-03,0.7,10075.0,6175.0,4795.4,78.15,233.2,51.1,False,False,Target %credit,23494.4,23375.4,2
dte4,iron_condor,5,2025-02-07,2025-02-13,0.3,9402.2,6847.8,-5220.3,-75.6,240.1,66.2,True,True,Expiry ITM guard,23578.5,23080.5,6
dte4,iron_condor,5,2025-02-14,2025-02-19,0.1,8814.0,7436.0,4161.7,67.95,216.0,39.1,False,False,Target %credit,23087.7,22986.7,5
dte4,iron_condor,5,2025-02-28,2025-03-05,0.05,7978.8,8271.2,3864.6,63.15,210.2,29.9,False,False,Target %credit,22319.8,22193.3,5
dte4,iron_condor,5,2025-03-07,2025-03-12,0.1,7709.0,8541.0,3883.9,63.45,209.9,30.4,False,False,Target %credit,22515.8,22492.0,5
dte4,iron_condor,5,2025-03-21,2025-03-27,0.017,6626.8,9623.2,-5552.1,-81.4,215.4,45.7,True,True,Expiry ITM guard,23162.8,23506.8,6
dte4,iron_condor,5,2025-04-09,2025-04-09,1.0,4449.2,11800.8,2058.4,35.1,200.9,22.2,False,False,Target %credit,22428.7,22430.3,0
dte4,iron_condor,5,2025-05-02,2025-05-05,0.417,8567.0,7683.0,4037.5,66.2,222.1,43.4,False,False,Target %credit,24403.7,24451.0,3
dte4,iron_condor,5,2025-05-09,2025-05-15,0.833,9623.2,6626.8,-5224.0,-75.05,255.4,90.3,True,True,Expiry ITM guard,24090.0,24622.7,6
dte4,iron_condor,5,2025-05-16,2025-05-22,0.367,8781.5,7468.5,-3042.0,-42.35,233.1,56.2,True,True,Expiry ITM guard,25001.7,24643.0,6
dte4,iron_condor,5,2025-05-23,2025-05-29,0.3,9002.5,7247.5,4906.8,79.4,219.5,34.7,False,False,Target %credit,24719.2,24848.0,6
dte4,iron_condor,5,2025-05-30,2025-06-05,0.35,9603.8,6646.2,2477.7,42.2,223.9,41.5,True,False,Expiry ITM guard,24857.8,24627.3,6
dte4,iron_condor,5,2025-06-06,2025-06-12,0.1,8528.0,7722.0,-5054.9,-73.4,224.9,59.0,True,True,Expiry ITM guard,24747.6,25164.0,6
dte4,iron_condor,5,2025-06-13,2025-06-18,0.317,9148.8,7101.2,4321.1,70.5,222.5,38.8,False,False,Target %credit,24628.5,24753.5,5
dte4,iron_condor,5,2025-06-20,2025-06-26,0.05,7887.8,8362.2,-6645.3,-97.8,226.0,62.3,True,True,Expiry ITM guard,24840.4,25283.7,6
dte4,iron_condor,5,2025-06-27,2025-07-01,0.017,7819.5,8430.5,3728.9,61.2,213.2,35.9,False,False,Target %credit,25587.4,25537.5,4
dte4,iron_condor,5,2025-07-04,2025-07-08,0.017,7332.0,8918.0,3503.4,57.6,209.8,30.8,False,False,Target %credit,25414.6,25459.8,4
dte4,iron_condor,5,2025-07-11,2025-07-15,0.017,6045.0,10205.0,2865.2,47.6,205.2,23.6,False,False,Target %credit,25300.1,25204.8,4
dte4,iron_condor,5,2025-07-18,2025-07-22,0.033,5983.3,10266.8,2823.1,46.95,205.1,23.5,False,False,Target %credit,25081.1,25102.0,4
dte4,iron_condor,5,2025-07-25,2025-07-30,0.033,5668.0,10582.0,2779.5,46.25,204.3,22.4,False,False,Target %credit,24932.8,24878.5,5
dte4,iron_condor,5,2025-08-01,2025-08-06,0.117,7254.0,8996.0,3399.1,56.0,209.9,31.1,False,False,Target %credit,24712.7,24605.4,5
dte4,iron_condor,5,2025-08-08,2025-08-12,0.067,6409.0,9841.0,2982.4,49.45,206.4,25.5,False,False,Target %credit,24561.0,24487.9,4
dte4,iron_condor,5,2025-09-03,2025-09-09,0.083,6230.3,10019.8,-3904.7,-56.35,209.0,33.0,True,True,Expiry ITM guard,24558.2,24854.2,6
dte4,iron_condor,5,2025-09-10,2025-09-15,0.067,5629.0,10621.0,2605.7,43.5,202.6,19.2,False,False,Target %credit,24966.1,25069.9,5
dte4,iron_condor,5,2025-09-17,2025-09-19,0.083,5339.8,10910.2,2484.6,41.7,202.3,23.6,False,False,Target %credit,25320.4,25332.1,2
dte4,iron_condor,5,2025-09-24,2025-09-30,0.133,5499.0,10751.0,-6938.4,-102.9,211.0,38.9,True,True,Expiry ITM guard,25084.0,24713.7,6
dte4,iron_condor,5,2025-10-08,2025-10-13,0.117,5271.5,10978.5,2416.7,40.65,202.1,23.4,False,False,Target %credit,25174.7,25191.4,5
dte4,iron_condor,5,2025-10-15,2025-10-21,0.417,5710.2,10539.8,-9249.0,-136.7,248.1,115.4,True,True,Expiry ITM guard,25242.5,25903.2,6
dte4,iron_condor,5,2025-10-29,2025-11-04,0.633,7696.0,8554.0,513.9,11.75,213.0,36.9,True,False,Expiry ITM guard,25988.5,25755.4,6
dte4,iron_condor,5,2025-11-12,2025-11-18,0.633,7250.8,8999.2,4700.4,75.9,207.6,25.4,False,False,Target %credit,25839.5,25947.3,6
dte4,iron_condor,5,2025-11-19,2025-11-24,0.683,7322.2,8927.8,3593.7,58.95,208.9,29.1,False,False,Target %credit,25900.7,25977.2,5
dte4,iron_condor,5,2025-11-26,2025-12-02,0.517,6851.0,9399.0,1594.1,28.1,206.6,25.8,True,False,Expiry ITM guard,25969.3,26141.5,6
dte4,iron_condor,5,2025-12-03,2025-12-08,0.4,6529.3,9720.8,3210.5,52.9,205.2,22.9,False,False,Target %credit,26007.8,26070.4,5
dte4,iron_condor,5,2025-12-10,2025-12-15,0.433,6516.2,9733.8,3114.8,51.45,205.6,23.8,False,False,Target %credit,25855.7,25917.2,5
dte4,iron_condor,5,2025-12-17,2025-12-23,0.25,6230.2,10019.8,-1799.2,-24.1,206.1,26.7,True,True,Expiry ITM guard,25919.7,26166.7,6
dte4,iron_condor,5,2025-12-31,2026-01-06,0.05,5138.2,11111.8,-235.9,-0.2,201.4,21.5,True,True,Expiry ITM guard,26003.9,26195.8,6
dte4,iron_condor,5,2026-01-07,2026-01-13,0.067,4969.2,11280.8,-5092.1,-74.45,206.1,46.7,True,True,Expiry ITM guard,26154.6,25845.8,6
dte4,iron_condor,5,2026-01-29,2026-02-03,0.967,8934.2,7315.8,-2742.7,-37.3,246.0,72.2,True,True,Expiry ITM guard,25275.8,25809.8,5
dte4,iron_condor,5,2026-02-04,2026-02-09,0.75,8242.0,8008.0,4128.0,67.35,217.3,32.4,False,False,Target %credit,25754.2,25815.5,5
dte4,iron_condor,5,2026-02-11,2026-02-17,0.267,5700.5,10549.5,-7883.4,-117.3,214.0,44.9,True,True,Expiry ITM guard,25980.7,25612.5,6
dte4,iron_condor,5,2026-02-18,2026-02-23,0.433,6405.8,9844.2,3031.9,50.3,208.3,29.2,False,False,Target %credit,25704.5,25718.2,5
dte4,iron_condor,5,2026-03-04,2026-03-10,0.933,11306.8,4943.2,4477.8,74.1,250.1,88.6,True,False,Expiry ITM guard,24341.2,24150.7,6
dte4,iron_condor,5,2026-03-11,2026-03-17,0.833,10224.5,6025.5,-5947.9,-85.1,290.4,126.0,True,True,Expiry ITM guard,24243.6,23395.5,6
dte4,iron_condor,5,2026-03-18,2026-03-24,0.7,9207.3,7042.7,-7290.4,-105.7,291.7,128.2,True,True,Expiry ITM guard,23676.2,22785.2,6
dte4,iron_condor,5,2026-03-30,2026-03-30,0.95,5791.5,10458.5,2855.1,47.35,201.3,21.3,False,False,Target %credit,22529.3,22531.3,0
dte4,iron_condor,5,2026-04-15,2026-04-21,0.433,9925.5,6324.5,1708.9,30.7,239.3,47.3,True,False,Expiry ITM guard,24208.8,24468.9,6
dte4,iron_condor,5,2026-04-22,2026-04-28,0.467,10084.8,6165.2,-1980.2,-25.8,246.4,56.8,True,True,Expiry ITM guard,24463.4,24093.8,6
dte4,iron_condor,5,2026-05-06,2026-05-12,0.3,9061.0,7189.0,-5137.0,-74.35,245.8,58.4,True,True,Expiry ITM guard,24185.2,23737.8,6
dte4,iron_condor,5,2026-05-13,2026-05-19,0.467,9831.2,6418.8,849.3,17.55,241.5,50.0,True,False,Expiry ITM guard,23437.9,23734.8,6
dte4,iron_condor,5,2026-05-20,2026-05-26,0.417,10045.7,6204.3,-6258.6,-90.95,267.0,79.9,True,True,Expiry ITM guard,23458.7,24012.5,6
dte4,iron_condor,5,2026-06-03,2026-06-09,0.2,9379.5,6870.5,7169.5,114.3,227.7,32.3,False,False,Target %credit,23305.8,23235.2,6
dte4,iron_condor,5,2026-06-10,2026-06-16,0.15,8992.8,7257.2,-7172.6,-105.25,258.9,72.5,True,True,Expiry ITM guard,23326.8,23933.0,6
dte4,iron_condor,5,2026-06-17,2026-06-22,0.017,8047.0,8203.0,3798.7,62.35,219.6,34.5,False,False,Target %credit,23987.6,24124.0,5
dte4,iron_condor,5,2026-07-01,2026-07-07,0.15,8388.2,7861.8,-7533.7,-110.8,249.1,82.7,True,True,Expiry ITM guard,23912.4,24460.2,6
